category,raw_reviews,analyze_reviews,Positive,Neutral,Negative,trust,surprise,joy,anticipation,TopKeyword
Trek1500,lightweight and very strong  shifts smoothly and fits me great ,lightweight strong shifts smoothly fits great,0.649,0.351,0.0,0.0,0.0,0.0,,"['lightweight', 'great', 'strong', 'shifts', 'smoothly', 'fits']"
Trek1500,everything on the bike is good,everything bike good,0.592,0.408,0.0,0.2,0.2,0.2,0.2,"['good', 'bike']"
Trek1500,stiff frame great handling very good riding bike,stiff frame great handling good riding bike,0.583,0.417,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['stiff', 'bike', 'frame', 'great', 'handling', 'good', 'riding']"
Trek1500, cane creek breaks          shifters derailers           stuff        ultegra stuff ,cane creek breaks shifters derailers stuff ultegra stuff,0.0,1.0,0.0,0.0,0.0,0.0,,"['cane', 'stuff', 'creek', 'breaks', 'shifters', 'derailers', 'ultegra']"
Trek1500,overall value  shimano drivetrain  price  componentry  value  and  um  price ,overall value shimano drivetrain price componentry value price,0.444,0.556,0.0,0.0,0.0,0.0,,"['price', 'shimano', 'drivetrain', 'componentry']"
Trek1500,speedweight    ultegra drivetraincane creek brakes  minus pads solid rideagility,speedweight ultegra drivetraincane creek brakes minus pads solid rideagility,0.167,0.833,0.0,0.0,0.0,0.0,,"['speedweight', 'rideagility', 'ultegra', 'drivetraincane', 'creek', 'brakes', 'minus', 'pads', 'solid']"
Trek1500,bontrager carbon fork      ultegra components,bontrager carbon fork ultegra components,0.0,1.0,0.0,0.0,0.0,0.0,,"['bontrager', 'components', 'carbon', 'fork', 'ultegra']"
Trek1500,very responsive  good value  great on hills  lots of positive comments from other riders and public,responsive good value great hills lots positive comments riders public,0.756,0.244,0.0,0.2,0.1,0.1,0.3,"['responsive', 'public', 'good', 'great', 'hills', 'lots', 'positive', 'comments', 'riders']"
Trek1500,sweet smooth machine after the tire swap  it s my first road bike and i just love riding the thing ,sweet smooth machine tire swap first road bike love riding thing,0.444,0.556,0.0,0.25,0.125,0.25,0.125,"['sweet', 'thing', 'smooth', 'machine', 'tire', 'swap', 'road', 'bike', 'love', 'riding']"
Trek1500,components  handling  frame,components handling frame,0.0,1.0,0.0,0.0,0.0,0.0,,"['components', 'frame', 'handling']"
Trek1500,value     throughout with ultegra rear,value throughout ultegra rear,0.444,0.556,0.0,0.0,0.0,0.0,,"['rear', 'ultegra']"
Trek1500,paint  stiff frame    components,paint stiff frame components,0.0,1.0,0.0,0.0,0.0,0.0,,"['paint', 'components', 'stiff', 'frame']"
Trek1500,great bike for a great price ,great bike great price,0.804,0.196,0.0,0.0,0.0,0.0,,"['price', 'great', 'bike']"
Trek1500, brakes rear derailleur crankset power transfer snazzy color can easily average to   mph on flats,brakes rear derailleur crankset power transfer snazzy color easily average mph flats,0.179,0.821,0.0,0.0,0.0,0.0,,"['brakes', 'flats', 'rear', 'derailleur', 'crankset', 'power', 'transfer', 'snazzy', 'color', 'easily']"
Trek1500,frame      group  carbon fork and post  rims  basically everything,frame group carbon fork post rims basically everything,0.0,1.0,0.0,0.0,0.0,0.0,,"['frame', 'group', 'carbon', 'fork', 'post', 'rims', 'basically']"
Trek1500,good stiffness  easy shifting  acceptable weight and last but not least great looks  discovery team coulors   while trek      is not the last word in road bikes  i belive a significantly better bike would require a very different price tag  especially in norway ,good stiffness easy shifting acceptable weight last least great looks discovery team coulors trek last word road bikes belive significantly better bike would require different price tag especially norway,0.287,0.627,0.086,0.2,0.1,0.1,0.1,"['good', 'norway', 'stiffness', 'easy', 'shifting', 'acceptable', 'weight', 'great', 'discovery', 'team']"
Trek1500,color scheme  price  trek quality,color scheme price trek quality,0.0,1.0,0.0,0.0,0.0,0.0,,"['color', 'quality', 'scheme', 'price', 'trek']"
Trek1500,balance   and banfg for buck,balance banfg buck,0.0,1.0,0.0,0.0,0.2,0.0,,"['balance', 'buck', 'banfg']"
Trek1500,weight  components  price  solid  smooth feel ,weight components price solid smooth feel,0.242,0.758,0.0,0.1,0.1,0.1,0.1,"['weight', 'feel', 'components', 'price', 'solid', 'smooth']"
Trek1500,shimano       ultegra setup ,shimano ultegra setup,0.0,1.0,0.0,0.0,0.0,0.0,,"['shimano', 'setup', 'ultegra']"
Trek1500,light weight  durability i have already taken a fall   it handles well  the price ,light weight durability already taken fall handles well price,0.208,0.792,0.0,0.1538461538461538,0.0769230769230769,0.0769230769230769,0.0769230769230769,"['light', 'price', 'weight', 'durability', 'fall', 'handles']"
Trek1500,see review summary ,see review summary,0.0,1.0,0.0,0.0,0.0,0.0,,"['summary', 'review']"
Trek1500,good components good price nike ride,good components good price nike ride,0.592,0.408,0.0,0.2,0.2,0.2,0.2,"['ride', 'good', 'components', 'price', 'nike']"
Trek1500,awesome ride and handling for a stiff frame top end performance allround for entry level gear ,awesome ride handling stiff frame top end performance allround entry level gear,0.371,0.629,0.0,0.2857142857142857,0.0,0.0,0.1428571428571428,"['awesome', 'gear', 'ride', 'handling', 'stiff', 'frame', 'top', 'end', 'performance', 'allround']"
Trek1500,see above ,see,0.0,1.0,0.0,0.0,0.0,0.0,,[]
Trek1500,low cost  nice components  ultegra cranks with the double chainring   great first racing bike  sweet disco paint job,low cost nice components ultegra cranks double chainring great first racing bike sweet disco paint job,0.412,0.5,0.088,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['low', 'job', 'cost', 'nice', 'components', 'ultegra', 'cranks', 'double', 'chainring', 'great']"
Trek1500,prior to the accident  i had rode      miles on the bike  i was very impressed with the shifting and the power transfer  compared to what i had rode before  this bike was very smooth and fun to ride  i was very impressed after my accident looking at the bike  i was hit at an intersection by an suv going around    mph and the frame was only bent at the top  unfortunately  this is not repairable  but the bike was great while it lasted ,prior accident rode miles bike impressed shifting power transfer compared rode bike smooth fun ride impressed accident looking bike hit intersection suv going around mph frame bent top unfortunately repairable bike great lasted,0.314,0.51,0.176,0.0625,0.125,0.0625,0.125,"['bike', 'accident', 'rode', 'impressed', 'prior', 'lasted', 'miles', 'shifting', 'power', 'transfer']"
Trek1500,prior to the accident  i had rode      miles on the bike  i was very impressed with the shifting and the power transfer  compared to what i had rode before  this bike was very smooth and fun to ride  i was very impressed after my accident looking at the bike  i was hit at an intersection by an suv going around    mph and the frame was only bent at the top  unfortunately  this is not repairable  but the bike was great while it lasted ,prior accident rode miles bike impressed shifting power transfer compared rode bike smooth fun ride impressed accident looking bike hit intersection suv going around mph frame bent top unfortunately repairable bike great lasted,0.314,0.51,0.176,0.0625,0.125,0.0625,0.125,"['bike', 'accident', 'rode', 'impressed', 'prior', 'lasted', 'miles', 'shifting', 'power', 'transfer']"
Trek1500,relative to its class  excellent power transfer  this bike surges ahead in a rewarding fashion  stable  predictable handling  great build quality  takes hard riding without breaking or needing constant adjustment beautiful paint job and nice clean looking welds on frame carbon fork and seatpost ,relative class excellent power transfer bike surges ahead rewarding fashion stable predictable handling great build quality takes hard riding without breaking needing constant adjustment beautiful paint job nice clean looking welds frame carbon fork seatpost,0.445,0.527,0.027,0.3125,0.0,0.1875,,"['relative', 'seatpost', 'class', 'excellent', 'power', 'transfer', 'bike', 'surges', 'ahead', 'rewarding']"
Trek1500,excellent componants  light stiff frame  suprisingly comfortable   good value for money,excellent componants light stiff frame suprisingly comfortable good value money,0.672,0.328,0.0,0.2,0.1333333333333333,0.2,0.1333333333333333,"['excellent', 'money', 'componants', 'light', 'stiff', 'frame', 'suprisingly', 'comfortable', 'good']"
Trek1500,stiff framegreat components ultegra    great lookssmooth as a baby s   excellent mannershandling  climbing descendingsolid  predictable  confident feeling ride,stiff framegreat components ultegra great lookssmooth baby excellent mannershandling climbing descendingsolid predictable confident feeling ride,0.532,0.468,0.0,0.1578947368421052,0.0526315789473684,0.2105263157894736,0.0526315789473684,"['stiff', 'ride', 'framegreat', 'components', 'ultegra', 'great', 'lookssmooth', 'baby', 'excellent', 'mannershandling']"
Trek1500,good solid frame with an aggressive geometry  full     component group ,good solid frame aggressive geometry full component group,0.405,0.45,0.144,0.1,0.1,0.1,0.1,"['good', 'group', 'solid', 'frame', 'aggressive', 'geometry', 'full', 'component']"
Trek1500,climbing,climbing,0.0,1.0,0.0,0.0,0.0,0.0,,['climbing']
Trek1500,handleing  comfort responsive great entry level bike you can grow into and with for years to come,handleing comfort responsive great entry level bike grow years come,0.565,0.435,0.0,0.3076923076923077,0.0,0.1538461538461538,0.2307692307692307,"['handleing', 'comfort', 'responsive', 'great', 'entry', 'level', 'bike', 'grow', 'years']"
Trek1500,price value  paint job ,price value paint job,0.444,0.556,0.0,0.0,0.0,0.0,,"['price', 'job', 'paint']"
Trek1500,the bontrager select wheels are really nice  they have a low spoke count  are fairly light  and and have stayed true after some big pot holes  of course  the wheels could be lighter  but for a       bike they are great  the frame is laterally stiff and gives great power transfer for climbing hills and sprinting  my bike came with cane creek scr   brakes which work great  full shimano     drivetrain has very smooth and crisp shifting  don t think i would upgrade to ultegra unless i was a serious racer  it is nice that they now offer the      as a double instead of just the triple ,bontrager select wheels really nice low spoke count fairly light stayed true big pot holes course wheels could lighter bike great frame laterally stiff gives great power transfer climbing hills sprinting bike came cane creek scr brakes work great full shimano drivetrain smooth crisp shifting think would upgrade ultegra unless serious racer nice offer double instead triple,0.288,0.662,0.05,0.2666666666666666,0.0,0.0666666666666666,,"['great', 'wheels', 'nice', 'bike', 'bontrager', 'triple', 'select', 'low', 'spoke', 'count']"
Trek1500,climbing  handling  shifters  braking  good looks  quality bike and quality local bike shop ,climbing handling shifters braking good looks quality bike quality local bike shop,0.209,0.791,0.0,0.2,0.2,0.2,0.2,"['climbing', 'shop', 'quality', 'bike', 'handling', 'shifters', 'braking', 'good', 'local']"
Trek1500,stiff ride from the aluminium frame offers great control  whenever the bike slides  it remains controllable  ultegra gruppo is excellent  although it will be sublime once i have had my complementary bike service done on it  tyres are good for stockers  though less rolling resistance would be nice ,stiff ride aluminium frame offers great control whenever bike slides remains controllable ultegra gruppo excellent although sublime complementary bike service done tyres good stockers though less rolling resistance would nice,0.342,0.658,0.0,0.1764705882352941,0.0588235294117647,0.1176470588235294,0.0588235294117647,"['stiff', 'nice', 'bike', 'ride', 'aluminium', 'frame', 'offers', 'great', 'control', 'slides']"
Trek1500,component quality for the price  good feel  lightweight ,component quality price good feel lightweight,0.367,0.633,0.0,0.2,0.2,0.2,0.2,"['component', 'lightweight', 'quality', 'price', 'good', 'feel']"
Trek1500,the bike climbs  shifts  and corners well ,bike climbs shifts corners well,0.344,0.656,0.0,0.0,0.0,0.0,,"['bike', 'climbs', 'shifts', 'corners']"
Trek1500,stiffness  acceleration  handling  for a road bike   riding position  good components for the price  ultegra cranks and     rd work great ,stiffness acceleration handling road bike riding position good components price ultegra cranks work great,0.368,0.632,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['stiffness', 'great', 'acceleration', 'handling', 'road', 'bike', 'riding', 'position', 'good', 'components']"
Trek1500,comfortable  big improvement over       ultegra in rear  team colors  not a rip off like the       frame warinity is also very nice,comfortable big improvement ultegra rear team colors rip like frame warinity also nice,0.563,0.437,0.0,0.4,0.0,0.2,,"['comfortable', 'nice', 'big', 'improvement', 'ultegra', 'rear', 'team', 'colors', 'rip', 'frame']"
Trek1500,weight  looks  bang for buck  smoothness  riding postion  components,weight looks bang buck smoothness riding postion components,0.0,1.0,0.0,0.05,0.15,0.05,0.05,"['weight', 'components', 'bang', 'buck', 'smoothness', 'riding', 'postion']"
Trek1500,the fork absorbs quite a bit of road viberation and the frame is quite forgiving but also very snappy under hard acceleration  the     shifters work perfect  i got the   chainring version instead of   ,fork absorbs quite bit road viberation frame quite forgiving also snappy hard acceleration shifters work perfect got chainring version instead,0.273,0.672,0.055,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,"['fork', 'absorbs', 'bit', 'road', 'viberation', 'frame', 'forgiving', 'snappy', 'hard', 'acceleration']"
Trek1500,price  ultegra  frame,price ultegra frame,0.0,1.0,0.0,0.0,0.0,0.0,,"['price', 'frame', 'ultegra']"
Trek1500,fairly lightweight at    lbs smooth shifting  can be upgraded and will keep up with any aluminum bike on the road  strong up the hills excellent paint and accessories ,fairly lightweight lbs smooth shifting upgraded keep aluminum bike road strong hills excellent paint accessories,0.35,0.65,0.0,0.4,0.0,0.2,,"['fairly', 'accessories', 'lightweight', 'lbs', 'smooth', 'shifting', 'upgraded', 'aluminum', 'bike', 'road']"
Trek1500,graphics and color schemelight weightease of shifting,graphics color schemelight weightease shifting,0.0,1.0,0.0,0.0,0.0,0.0,,"['graphics', 'shifting', 'color', 'schemelight', 'weightease']"
Trek1500,good frame and compononents mostly   floats up hills and transfers power to the ground efficiently  really good looking ,good frame compononents mostly floats hills transfers power ground efficiently really good looking,0.459,0.541,0.0,0.2727272727272727,0.1818181818181818,0.1818181818181818,0.1818181818181818,"['good', 'frame', 'compononents', 'floats', 'hills', 'transfers', 'power', 'ground', 'efficiently']"
Trek1500,good value   unless you are a pro racer  its all negligable  people spend too much money on a bike when more miles would help them more ,good value unless pro racer negligable people spend much money bike miles would help,0.421,0.579,0.0,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818,"['good', 'pro', 'racer', 'negligable', 'people', 'spend', 'money', 'bike', 'miles']"
Trek1500,ultegra rear derailleur shifts nicely  requires minor adjustments after a few hilly days as any other bike  pretty light bike considering the component setup   i think somewhere around     carbon fork and seatpost  dampen some of the rattling  all around good deal for your money though,ultegra rear derailleur shifts nicely requires minor adjustments hilly days bike pretty light bike considering component setup think somewhere around carbon fork seatpost dampen rattling around good deal money though,0.25,0.75,0.0,0.1904761904761904,0.1428571428571428,0.1904761904761904,0.1904761904761904,"['ultegra', 'bike', 'rear', 'derailleur', 'shifts', 'nicely', 'requires', 'minor', 'adjustments', 'hilly']"
Trek1500,handles well  has good giddup  steering is smooth  comfortable for longer rides ,handles well good giddup steering smooth comfortable longer rides,0.58,0.42,0.0,0.2,0.2,0.2,0.2,"['handles', 'rides', 'good', 'giddup', 'steering', 'smooth', 'comfortable', 'longer']"
Trek1500,price  so far no problems  i don t think my ability to keep up on group rides is diminished by the bike  the more i bike the better i keep up  while the converse is also true ,price far problems think ability keep group rides diminished bike bike better keep converse also true,0.352,0.529,0.119,0.2,0.0,0.2,,"['price', 'true', 'bike', 'problems', 'ability', 'group', 'rides', 'diminished', 'converse']"
Trek1500,well spec d out bike for the price ,well spec bike price,0.412,0.588,0.0,0.0,0.0,0.0,,"['price', 'spec', 'bike']"
Trek1500,the trek      is a beautiful bike  some excellent parts  fun to ride and look at  excellent performer once i spiffed it up ,trek beautiful bike excellent parts fun ride look excellent performer spiffed,0.676,0.324,0.0,0.1666666666666666,0.0,0.3333333333333333,0.0833333333333333,"['trek', 'spiffed', 'excellent', 'beautiful', 'bike', 'parts', 'fun', 'ride', 'performer']"
Trek1500,smooth ride for an aluminum frame  ultegra rear derailleur  good power transfer  cool color scheme  overall value ,smooth ride aluminum frame ultegra rear derailleur good power transfer cool color scheme overall value,0.388,0.612,0.0,0.125,0.125,0.125,0.125,"['smooth', 'ride', 'aluminum', 'frame', 'ultegra', 'rear', 'derailleur', 'good', 'power', 'transfer']"
Trek1500,handling and ride  the     shifters  front der    ultegra rear work well together  the bontrager select wheels are fairly heavy but mine have held up inspite of some heavy  sometimes rough use ,handling ride shifters front der ultegra rear work well together bontrager select wheels fairly heavy mine held inspite heavy sometimes rough use,0.091,0.909,0.0,0.3333333333333333,0.0,0.0,,"['handling', 'heavy', 'ride', 'shifters', 'front', 'der', 'ultegra', 'rear', 'work', 'bontrager']"
Trek1500,high quality aluminum frame  great looks  ultegra rear derailleur  overall great ride ,high quality aluminum frame great looks ultegra rear derailleur overall great ride,0.451,0.549,0.0,0.0,0.0,0.0,,"['high', 'ride', 'great', 'quality', 'aluminum', 'frame', 'ultegra', 'rear', 'derailleur']"
Trek1500,excellent frame and compnents  especially if you can find one set up with the ultegra drivetrain and shifters  bontrager wheelset is great ,excellent frame compnents especially find one set ultegra drivetrain shifters bontrager wheelset great,0.415,0.585,0.0,0.3333333333333333,0.0,0.3333333333333333,,"['excellent', 'great', 'frame', 'compnents', 'find', 'set', 'ultegra', 'drivetrain', 'shifters', 'bontrager']"
Trek1500,body frame is like a mold  no welding scars  components are really good  ultegra  shimano     and the ride is solid  ,body frame like mold welding scars components really good ultegra shimano ride solid,0.422,0.578,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,"['body', 'solid', 'frame', 'mold', 'welding', 'scars', 'components', 'good', 'ultegra', 'shimano']"
Trek1500,price and value      and ultegrawarranty,price value ultegrawarranty,0.545,0.455,0.0,0.0,0.0,0.0,,"['price', 'ultegrawarranty']"
Trek1500,look  speed  i hit      today into the wind   ride quality  components  price ,look speed hit today wind ride quality components price,0.0,1.0,0.0,0.0,0.0,0.0,,"['price', 'speed', 'hit', 'today', 'wind', 'ride', 'quality', 'components']"
Trek1500,light weight  quick acceleration  good riding position  awesome fit and finish  lots of high end goodies on a fairly inexpensive ride ,light weight quick acceleration good riding position awesome fit finish lots high end goodies fairly inexpensive ride,0.404,0.596,0.0,0.1764705882352941,0.1176470588235294,0.1176470588235294,0.1176470588235294,"['light', 'ride', 'weight', 'quick', 'acceleration', 'good', 'riding', 'position', 'awesome', 'fit']"
Trek1500,stiff and light frame  approx    pounds for a   cm built bike   great trainer or budget racer ,stiff light frame approx pounds built bike great trainer budget racer,0.291,0.709,0.0,0.6666666666666666,0.0,0.0,,"['stiff', 'racer', 'light', 'frame', 'approx', 'pounds', 'built', 'bike', 'great', 'trainer']"
Trek1500,solid frame  great shift system  ,solid frame great shift system,0.655,0.345,0.0,0.5,0.0,0.0,,"['solid', 'system', 'frame', 'great', 'shift']"
Trek1500,components  full     levers shifters front derailleur  and ultegra rear frame quality  even tho made in taiwan colorsprice,components full levers shifters front derailleur ultegra rear frame quality even tho made taiwan colorsprice,0.0,1.0,0.0,0.0,0.0,0.0,,"['components', 'colorsprice', 'full', 'levers', 'shifters', 'front', 'derailleur', 'ultegra', 'rear', 'frame']"
Trek1500,nice slr frame  carbon fork and seatpost absorb road well      ultegra components are good  bontrager select wheels are good for a      dollar bike ,nice slr frame carbon fork seatpost absorb road well ultegra components good bontrager select wheels good dollar bike,0.433,0.567,0.0,0.2,0.2,0.2,0.2,"['nice', 'bike', 'good', 'slr', 'frame', 'carbon', 'fork', 'seatpost', 'absorb', 'road']"
Trek1500,great bike with good features for the price  if you re just getting into cycling or triathlons  this is a great entry level training race bike ,great bike good features price getting cycling triathlons great entry level training race bike,0.502,0.498,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,"['great', 'bike', 'good', 'features', 'price', 'cycling', 'triathlons', 'entry', 'level', 'training']"
